id,source,timestamp,garment_type,gender,color,pattern,style,engagement_likes,engagement_comments,engagement_views,geography,image_path,image_url,fit,length,neckline,sleeve,fabric,engagement_metric,influence_type,influence_identifier
instagram_1242,Cinema,2025-06-25,Jeans,men,red,animal print,athleisure,2188,144,21525,Global,img_1242.jpg,,flared,midi,collared,cap sleeve,cotton,7952.33,designer launches,Dior Haute 2025
instagram_1372,Celebrities,2025-04-28,Jeans,men,beige,tie-dye,athleisure,545,36,44204,India,img_1372.jpg,,flared,full-length,boat neck,bell sleeve,rayon,14928.33,trending memes,Distracted Boyfriend Revival
instagram_1445,Marketplace,2025-03-10,Jeans,men,green,checks,formal,1160,155,10057,Europe,img_1445.jpg,,a-line,mini,collared,3/4 sleeve,denim,3790.67,trending memes,Galaxy Brain Remix
instagram_1484,Facebook,2025-06-11,Jeans,men,red,graphic prints,streetwear,3600,152,662,US,img_1484.jpg,,fit,maxi,boat neck,puff sleeve,cotton,1471.33,franchise,Star Wars New Trilogy 2025
instagram_1590,Celebrities,2025-02-12,Jeans,men,white,animal print,casual,3711,96,21519,US,img_1590.jpg,,relaxed fit,mini,v-neck,cap sleeve,viscose,8442.0,designer launches,Dior Haute 2025
instagram_1627,YouTube,2025-01-16,Jeans,men,black,tie-dye,festive,4087,111,27062,US,img_1627.jpg,,Slim fit,full-length,polo neck,cap sleeve,viscose,10420.0,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1653,Facebook,2025-09-01,Jeans,men,beige,animal print,formal,3985,45,43815,Europe,img_1653.jpg,,flared,mini,off-shoulder,puff sleeve,denim,15948.33,designer launches,Prada SS 2025
instagram_1667,Marketplace,2025-05-08,Jeans,men,white,animal print,formal,2592,295,5683,US,img_1667.jpg,,a-line,maxi,halter,cap sleeve,viscose,2856.67,designer launches,Dior Haute 2025
instagram_1713,Facebook,2025-08-10,Jeans,men,blue,abstract,streetwear,1266,561,58751,India,img_1713.jpg,,relaxed fit,full-length,crew neck,cap sleeve,jersey,20192.67,franchise,Star Wars New Trilogy 2025
instagram_1760,Cinema,2025-06-29,Jeans,men,"green, red",abstract,formal,4030,567,4174,Global,img_1760.jpg,,relaxed fit,knee-length,off-shoulder,3/4 sleeve,knits,2923.67,designer launches,Dior Haute 2025
instagram_1778,Cinema,2025-02-19,Jeans,men,beige,graphic prints,formal,1511,80,7696,US,img_1778.jpg,,flared,cropped,boat neck,full sleeve,knits,3095.67,event - memes,Super Bowl Halftime Meme 2025
instagram_1844,Cinema,2025-08-02,Jeans,men,"green, white",tie-dye,casual,741,47,13786,India,img_1844.jpg,,regular,ankle-length,polo neck,3/4 sleeve,rayon,4858.0,designer launches,Dior Haute 2025
instagram_1919,Marketplace,2025-01-27,Jeans,men,"pink, blue",checks,formal,168,88,2720,Global,img_1919.jpg,,regular,maxi,crew neck,full sleeve,polyester,992.0,designer launches,Prada SS 2025
instagram_2066,YouTube,2025-02-27,Jeans,men,red,stripes,festive,1535,145,15771,US,img_2066.jpg,,flared,ankle-length,halter,sleeveless,linen,5817.0,trending memes,Distracted Boyfriend Revival
instagram_2100,Marketplace,2025-01-29,Jeans,men,white,floral,formal,538,26,25700,Global,img_2100.jpg,,Slim fit,midi,halter,bell sleeve,rayon,8754.67,designer launches,Prada SS 2025
instagram_2154,Facebook,2025-06-28,Jeans,men,white,floral,casual,115,248,23300,Europe,img_2154.jpg,,regular,midi,off-shoulder,puff sleeve,jersey,7887.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2196,Facebook,2025-08-06,Jeans,men,yellow,polka dots,festive,4965,319,13582,Global,img_2196.jpg,,relaxed fit,cropped,boat neck,bell sleeve,viscose,6288.67,franchise,Star Wars New Trilogy 2025
instagram_2223,Marketplace,2025-05-13,Jeans,men,"beige, red",stripes,athleisure,2892,295,29495,Global,img_2223.jpg,,a-line,midi,v-neck,cap sleeve,cotton,10894.0,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2252,Celebrities,2025-07-26,Jeans,men,yellow,graphic prints,athleisure,3622,287,14207,Europe,img_2252.jpg,,flared,full-length,square neck,puff sleeve,denim,6038.67,franchise,Star Wars New Trilogy 2025
instagram_2287,YouTube,2025-02-06,Jeans,men,yellow,abstract,streetwear,3825,234,10588,India,img_2287.jpg,,flared,knee-length,polo neck,bell sleeve,jersey,4882.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2457,Celebrities,2025-03-26,Jeans,men,black,floral,festive,2467,103,33722,Europe,img_2457.jpg,,relaxed fit,mini,collared,half sleeve,blends,12097.33,event - memes,Super Bowl Halftime Meme 2025
instagram_2510,YouTube,2025-01-22,Jeans,men,red,abstract,athleisure,5838,53,16560,US,img_2510.jpg,,a-line,mini,square neck,bell sleeve,denim,7483.67,designer launches,Dior Haute 2025
instagram_2723,Marketplace,2025-07-13,Jeans,men,yellow,checks,streetwear,4125,248,9750,US,img_2723.jpg,,relaxed fit,cropped,boat neck,puff sleeve,denim,4707.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2807,Facebook,2025-03-18,Jeans,men,beige,graphic prints,festive,1759,273,31206,US,img_2807.jpg,,regular,maxi,boat neck,bell sleeve,knits,11079.33,designer launches,Dior Haute 2025
instagram_2877,Marketplace,2025-08-11,Jeans,men,yellow,polka dots,athleisure,3044,29,33416,US,img_2877.jpg,,oversized,cropped,crew neck,sleeveless,denim,12163.0,books,Book-to-Film Adaptation 2025
instagram_3128,Instagram,2025-02-02,Jeans,men,green,checks,formal,1970,32,26890,India,img_3128.jpg,,relaxed fit,mini,boat neck,sleeveless,jersey,9630.67,designer launches,Prada SS 2025
instagram_3335,YouTube,2025-01-20,Jeans,men,"white, black",abstract,athleisure,229,104,64426,India,img_3335.jpg,,a-line,knee-length,crew neck,puff sleeve,knits,21586.33,event - memes,Super Bowl Halftime Meme 2025
instagram_3370,Cinema,2025-03-19,Jeans,men,red,animal print,formal,512,74,16105,Europe,img_3370.jpg,,Slim fit,ankle-length,v-neck,cap sleeve,knits,5563.67,trending memes,Galaxy Brain Remix
instagram_3437,Marketplace,2025-08-26,Jeans,men,yellow,solid,athleisure,1637,419,41308,Global,img_3437.jpg,,bodycon,mini,crew neck,bell sleeve,denim,14454.67,trending memes,Distracted Boyfriend Revival
instagram_3512,YouTube,2025-02-20,Jeans,men,blue,graphic prints,athleisure,1091,50,16432,US,img_3512.jpg,,bodycon,cropped,collared,puff sleeve,knits,5857.67,franchise,Star Wars New Trilogy 2025
instagram_3553,Celebrities,2025-01-05,Jeans,men,blue,solid,casual,3292,278,7296,US,img_3553.jpg,,fit,midi,v-neck,puff sleeve,knits,3622.0,designer launches,Prada SS 2025
instagram_3629,YouTube,2025-08-31,Jeans,men,beige,checks,streetwear,798,98,14994,US,img_3629.jpg,,fit,cropped,halter,puff sleeve,cotton,5296.67,designer launches,Prada SS 2025
instagram_3755,Instagram,2025-04-16,Jeans,men,black,polka dots,casual,7964,254,10274,India,img_3755.jpg,,relaxed fit,knee-length,polo neck,puff sleeve,linen,6164.0,event - memes,Super Bowl Halftime Meme 2025
instagram_3839,Cinema,2025-04-21,Jeans,men,blue,stripes,casual,5519,243,30094,Global,img_3839.jpg,,fit,full-length,square neck,bell sleeve,blends,11952.0,books,Book-to-Film Adaptation 2025
instagram_3940,Marketplace,2025-03-25,Jeans,men,"black, yellow, beige",animal print,festive,4072,211,19534,US,img_3940.jpg,,oversized,mini,boat neck,3/4 sleeve,knits,7939.0,books,Book-to-Film Adaptation 2025
instagram_3952,Instagram,2025-03-22,Jeans,men,pink,floral,formal,5724,352,26193,Europe,img_3952.jpg,,bodycon,knee-length,v-neck,full sleeve,viscose,10756.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_3961,Instagram,2025-08-09,Jeans,men,yellow,solid,athleisure,193,148,13184,US,img_3961.jpg,,Slim fit,cropped,v-neck,cap sleeve,polyester,4508.33,books,Book-to-Film Adaptation 2025
instagram_4005,Marketplace,2025-04-07,Jeans,men,white,abstract,athleisure,451,327,41089,US,img_4005.jpg,,flared,mini,collared,full sleeve,denim,13955.67,event - memes,Super Bowl Halftime Meme 2025
instagram_4054,Instagram,2025-06-20,Jeans,men,yellow,floral,formal,701,15,25310,Global,img_4054.jpg,,oversized,full-length,halter,3/4 sleeve,viscose,8675.33,designer launches,Dior Haute 2025
instagram_4399,Celebrities,2025-03-05,Jeans,men,white,animal print,streetwear,556,269,48454,India,img_4399.jpg,,Slim fit,cropped,crew neck,puff sleeve,knits,16426.33,franchise,Star Wars New Trilogy 2025
instagram_4402,Cinema,2025-07-16,Jeans,men,black,checks,festive,3158,241,12141,Global,img_4402.jpg,,straight cut,knee-length,crew neck,half sleeve,knits,5180.0,event - memes,Super Bowl Halftime Meme 2025
instagram_4420,Marketplace,2025-01-06,Jeans,men,black,stripes,festive,1317,127,27540,India,img_4420.jpg,,straight cut,midi,crew neck,half sleeve,viscose,9661.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_4423,Facebook,2025-04-30,Jeans,men,black,abstract,streetwear,664,167,29848,Global,img_4423.jpg,,Slim fit,maxi,crew neck,half sleeve,polyester,10226.33,books,Book-to-Film Adaptation 2025
instagram_4548,Instagram,2025-06-05,Jeans,men,"green, blue",tie-dye,formal,1906,235,10450,Global,img_4548.jpg,,fit,maxi,off-shoulder,half sleeve,viscose,4197.0,designer launches,Dior Haute 2025
instagram_4590,Marketplace,2025-01-05,Jeans,men,yellow,solid,casual,4850,17,38333,Europe,img_4590.jpg,,relaxed fit,midi,off-shoulder,bell sleeve,linen,14400.0,trending memes,Distracted Boyfriend Revival
instagram_4613,Cinema,2025-02-20,Jeans,men,blue,stripes,formal,1899,38,30586,Global,img_4613.jpg,,bodycon,full-length,crew neck,bell sleeve,denim,10841.0,trending memes,Galaxy Brain Remix
instagram_4615,Cinema,2025-04-14,Jeans,men,red,checks,athleisure,1000,90,20867,Europe,img_4615.jpg,,flared,maxi,boat neck,3/4 sleeve,polyester,7319.0,event - memes,Super Bowl Halftime Meme 2025
instagram_4663,Celebrities,2025-01-18,Jeans,men,yellow,solid,streetwear,3769,291,88540,US,img_4663.jpg,,regular,ankle-length,polo neck,bell sleeve,denim,30866.67,designer launches,Prada SS 2025
instagram_4694,Cinema,2025-02-10,Jeans,men,beige,polka dots,festive,945,349,7999,India,img_4694.jpg,,straight cut,cropped,square neck,bell sleeve,rayon,3097.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_4796,Facebook,2025-08-12,Jeans,men,pink,polka dots,athleisure,4279,64,11151,US,img_4796.jpg,,regular,maxi,v-neck,cap sleeve,polyester,5164.67,event - memes,Super Bowl Halftime Meme 2025
instagram_4809,Celebrities,2025-02-04,Jeans,men,pink,graphic prints,festive,2332,165,13600,Global,img_4809.jpg,,relaxed fit,knee-length,collared,bell sleeve,cotton,5365.67,designer launches,Prada SS 2025
instagram_4875,Cinema,2025-05-31,Jeans,men,"pink, blue",animal print,festive,2071,169,16086,Europe,img_4875.jpg,,fit,cropped,off-shoulder,cap sleeve,cotton,6108.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_4922,Facebook,2025-02-26,Jeans,men,pink,abstract,streetwear,3063,50,27881,Global,img_4922.jpg,,fit,knee-length,off-shoulder,puff sleeve,jersey,10331.33,designer launches,Prada SS 2025
instagram_4959,YouTube,2025-08-19,Jeans,men,pink,animal print,festive,4442,215,5265,India,img_4959.jpg,,flared,mini,polo neck,sleeveless,viscose,3307.33,franchise,Star Wars New Trilogy 2025
instagram_5002,Celebrities,2025-01-20,Jeans,men,yellow,floral,festive,6205,475,38886,India,img_5002.jpg,,a-line,midi,collared,3/4 sleeve,linen,15188.67,franchise,Star Wars New Trilogy 2025
instagram_5056,Celebrities,2025-07-09,Jeans,men,yellow,checks,formal,2953,189,38498,Europe,img_5056.jpg,,regular,maxi,square neck,half sleeve,polyester,13880.0,books,Book-to-Film Adaptation 2025
instagram_5080,YouTube,2025-05-23,Jeans,men,white,solid,streetwear,1464,320,21581,Global,img_5080.jpg,,bodycon,knee-length,square neck,full sleeve,viscose,7788.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_5157,Facebook,2025-07-06,Jeans,men,white,graphic prints,streetwear,2318,98,23591,Europe,img_5157.jpg,,a-line,midi,polo neck,cap sleeve,blends,8669.0,books,Book-to-Film Adaptation 2025
instagram_5274,Celebrities,2025-01-21,Jeans,men,blue,stripes,streetwear,4140,149,31534,US,img_5274.jpg,,fit,knee-length,off-shoulder,puff sleeve,viscose,11941.0,books,Book-to-Film Adaptation 2025
instagram_5301,Facebook,2025-06-16,Jeans,men,pink,floral,streetwear,1830,108,40264,Europe,img_5301.jpg,,straight cut,ankle-length,collared,bell sleeve,viscose,14067.33,books,Book-to-Film Adaptation 2025
instagram_5390,Marketplace,2025-03-21,Jeans,men,red,tie-dye,streetwear,579,219,6287,India,img_5390.jpg,,straight cut,ankle-length,v-neck,full sleeve,viscose,2361.67,trending memes,Galaxy Brain Remix
instagram_5486,YouTube,2025-01-08,Jeans,men,pink,animal print,formal,2640,148,3678,Europe,img_5486.jpg,,bodycon,ankle-length,boat neck,puff sleeve,polyester,2155.33,franchise,Star Wars New Trilogy 2025
instagram_5521,Instagram,2025-04-30,Jeans,men,green,graphic prints,casual,395,95,32544,US,img_5521.jpg,,straight cut,midi,crew neck,half sleeve,linen,11011.33,event - memes,Super Bowl Halftime Meme 2025
instagram_5549,Instagram,2025-06-18,Jeans,men,black,floral,athleisure,1435,203,17973,India,img_5549.jpg,,fit,mini,boat neck,full sleeve,rayon,6537.0,designer launches,Prada SS 2025
instagram_5697,YouTube,2025-08-13,Jeans,men,white,tie-dye,athleisure,3086,127,24926,US,img_5697.jpg,,straight cut,ankle-length,crew neck,cap sleeve,cotton,9379.67,event - memes,Super Bowl Halftime Meme 2025
instagram_5744,Celebrities,2025-01-17,Jeans,men,blue,abstract,formal,4461,372,5742,Global,img_5744.jpg,,regular,mini,square neck,3/4 sleeve,linen,3525.0,franchise,Star Wars New Trilogy 2025
instagram_5882,Cinema,2025-08-31,Jeans,men,black,tie-dye,formal,4949,78,7654,India,img_5882.jpg,,oversized,mini,polo neck,puff sleeve,linen,4227.0,designer launches,Prada SS 2025
instagram_5963,Marketplace,2025-04-17,Jeans,men,yellow,tie-dye,casual,3220,122,55672,Europe,img_5963.jpg,,fit,cropped,crew neck,puff sleeve,denim,19671.33,event - memes,Super Bowl Halftime Meme 2025
