id,source,timestamp,garment_type,gender,color,pattern,style,engagement_likes,engagement_comments,engagement_views,geography,image_path,image_url,fit,length,neckline,sleeve,fabric,engagement_metric,influence_type,influence_identifier
instagram_504,Cinema,2024-06-10,Jeans,men,blue,floral,athleisure,5413,467,11044,US,img_504.jpg,,relaxed fit,ankle-length,halter,half sleeve,cotton,5641.33,designer launches,Chanel Cruise 2024
instagram_512,YouTube,2024-05-25,Jeans,men,white,tie-dye,formal,5277,396,19563,India,img_512.jpg,,a-line,ankle-length,boat neck,cap sleeve,cotton,8412.0,trending memes,Distracted Boyfriend Revival
instagram_530,Cinema,2024-03-24,Jeans,men,white,stripes,athleisure,11401,154,27877,Europe,img_530.jpg,,flared,cropped,crew neck,full sleeve,viscose,13144.0,books,Bestseller Book Tour 2024
instagram_545,YouTube,2024-05-10,Jeans,men,black,solid,formal,2311,154,7929,Europe,img_545.jpg,,a-line,maxi,collared,half sleeve,linen,3464.67,event - memes,Oscar Memes 2024
instagram_579,Facebook,2024-01-12,Jeans,men,black,checks,streetwear,4032,133,8626,US,img_579.jpg,,oversized,mini,square neck,cap sleeve,polyester,4263.67,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_590,Cinema,2024-03-16,Jeans,men,yellow,stripes,festive,887,134,32201,Global,img_590.jpg,,Slim fit,full-length,v-neck,3/4 sleeve,viscose,11074.0,event - political,US Presidential Election 2024
instagram_596,Celebrities,2024-07-14,Jeans,men,pink,graphic prints,formal,777,73,25978,Global,img_596.jpg,,Slim fit,ankle-length,polo neck,half sleeve,jersey,8942.67,books,Pulitzer Feature 2024
instagram_602,Facebook,2024-08-06,Jeans,men,white,polka dots,athleisure,3547,26,10751,US,img_602.jpg,,relaxed fit,cropped,polo neck,cap sleeve,rayon,4774.67,trending memes,Galaxy Brain Remix
instagram_607,Marketplace,2025-04-29,Jeans,men,yellow,floral,casual,599,48,35923,Europe,img_607.jpg,,straight cut,full-length,square neck,3/4 sleeve,linen,12190.0,designer launches,Dior Haute 2025
instagram_633,Instagram,2024-10-10,Jeans,men,yellow,abstract,athleisure,258,59,19260,US,img_633.jpg,,a-line,midi,polo neck,half sleeve,rayon,6525.67,event - political,India State Elections 2024
instagram_636,Marketplace,2024-04-28,Jeans,men,pink,checks,streetwear,3139,54,8093,US,img_636.jpg,,Slim fit,mini,polo neck,bell sleeve,denim,3762.0,franchise,Fast X Sequel 2024
instagram_659,Cinema,2024-12-14,Jeans,men,red,polka dots,streetwear,84,191,6181,US,img_659.jpg,,Slim fit,full-length,v-neck,bell sleeve,rayon,2152.0,event - political,EU Parliament 2024
instagram_671,Marketplace,2025-07-03,Jeans,men,white,floral,festive,3051,216,9368,Global,img_671.jpg,,relaxed fit,midi,collared,full sleeve,linen,4211.67,books,Book-to-Film Adaptation 2025
instagram_674,Cinema,2024-07-25,Jeans,men,beige,floral,formal,773,90,3234,Global,img_674.jpg,,oversized,cropped,boat neck,full sleeve,blends,1365.67,designer launches,Ralph Lauren Spring Collection 2024
instagram_687,Celebrities,2025-01-26,Jeans,men,red,tie-dye,festive,3155,121,1654,Global,img_687.jpg,,regular,maxi,halter,puff sleeve,knits,1643.33,designer launches,Dior Haute 2025
instagram_691,Instagram,2024-09-26,Jeans,men,white,animal print,formal,1472,308,2402,India,img_691.jpg,,oversized,ankle-length,halter,cap sleeve,denim,1394.0,books,Bestseller Book Tour 2024
instagram_723,Facebook,2024-04-18,Jeans,men,black,polka dots,streetwear,1933,375,1493,Global,img_723.jpg,,Slim fit,midi,polo neck,puff sleeve,denim,1267.0,trending memes,Vogue Challenge 2024
instagram_795,Marketplace,2024-01-22,Jeans,men,green,tie-dye,athleisure,3112,303,8024,India,img_795.jpg,,regular,maxi,crew neck,bell sleeve,linen,3813.0,event - political,India State Elections 2024
instagram_797,Marketplace,2024-12-09,Jeans,men,beige,animal print,athleisure,2979,91,17321,India,img_797.jpg,,bodycon,cropped,off-shoulder,puff sleeve,cotton,6797.0,trending memes,Cottagecore Revival Meme 2024
instagram_823,Instagram,2024-02-06,Jeans,men,green,animal print,formal,2268,103,41619,US,img_823.jpg,,fit,cropped,crew neck,half sleeve,cotton,14663.33,books,Bestseller Book Tour 2024
instagram_827,Instagram,2024-12-12,Jeans,men,green,animal print,athleisure,4102,66,7114,India,img_827.jpg,,bodycon,maxi,v-neck,3/4 sleeve,knits,3760.67,event - memes,Oscar Memes 2024
instagram_838,YouTube,2025-01-06,Jeans,men,black,tie-dye,casual,999,350,27712,Global,img_838.jpg,,oversized,midi,square neck,3/4 sleeve,knits,9687.0,franchise,Star Wars New Trilogy 2025
instagram_858,Cinema,2025-02-14,Jeans,men,blue,solid,athleisure,6036,36,12963,US,img_858.jpg,,fit,ankle-length,polo neck,full sleeve,denim,6345.0,designer launches,Dior Haute 2025
instagram_867,Cinema,2024-08-18,Jeans,men,white,tie-dye,festive,2446,442,16626,Global,img_867.jpg,,a-line,midi,collared,sleeveless,cotton,6504.67,event - memes,Oscar Memes 2024
instagram_873,YouTube,2024-08-28,Jeans,men,green,tie-dye,athleisure,274,379,25266,India,img_873.jpg,,regular,knee-length,square neck,half sleeve,polyester,8639.67,franchise,Fast X Sequel 2024
instagram_891,Cinema,2025-04-25,Jeans,men,beige,animal print,festive,4539,233,140,Europe,img_891.jpg,,straight cut,full-length,halter,cap sleeve,cotton,1637.33,franchise,Star Wars New Trilogy 2025
instagram_904,YouTube,2025-04-14,Jeans,men,"blue, green",floral,festive,2959,284,32544,Global,img_904.jpg,,oversized,ankle-length,collared,cap sleeve,polyester,11929.0,designer launches,Dior Haute 2025
instagram_907,Celebrities,2024-09-18,Jeans,men,green,graphic prints,formal,1176,172,43706,Global,img_907.jpg,,a-line,midi,square neck,full sleeve,cotton,15018.0,designer launches,Ralph Lauren Spring Collection 2024
instagram_936,Cinema,2024-09-17,Jeans,men,red,animal print,athleisure,5880,301,19520,India,img_936.jpg,,Slim fit,cropped,crew neck,full sleeve,knits,8567.0,event - memes,Oscar Memes 2024
instagram_957,Facebook,2025-04-19,Jeans,men,red,polka dots,streetwear,1835,34,7067,Europe,img_957.jpg,,relaxed fit,full-length,off-shoulder,bell sleeve,knits,2978.67,event - memes,Super Bowl Halftime Meme 2025
instagram_967,Marketplace,2024-12-29,Jeans,men,pink,floral,streetwear,57,72,26511,Global,img_967.jpg,,flared,ankle-length,off-shoulder,3/4 sleeve,knits,8880.0,trending memes,Cottagecore Revival Meme 2024
instagram_980,Celebrities,2024-08-06,Jeans,men,green,stripes,festive,2472,182,30683,Global,img_980.jpg,,fit,full-length,off-shoulder,3/4 sleeve,viscose,11112.33,trending memes,Galaxy Brain Remix
instagram_997,YouTube,2024-12-28,Jeans,men,white,polka dots,festive,4089,146,35318,US,img_997.jpg,,oversized,full-length,square neck,sleeveless,rayon,13184.33,franchise,Fast X Sequel 2024
instagram_1023,Celebrities,2024-01-05,Jeans,men,beige,animal print,casual,3883,358,51698,US,img_1023.jpg,,regular,cropped,v-neck,sleeveless,denim,18646.33,event - political,EU Parliament 2024
instagram_1052,Marketplace,2024-12-01,Jeans,men,green,solid,formal,1594,99,24413,Global,img_1052.jpg,,oversized,knee-length,boat neck,3/4 sleeve,denim,8702.0,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1066,Instagram,2024-02-05,Jeans,men,white,animal print,athleisure,6153,195,62109,Global,img_1066.jpg,,straight cut,ankle-length,collared,sleeveless,blends,22819.0,trending memes,Vogue Challenge 2024
instagram_1092,Cinema,2024-01-21,Jeans,men,black,floral,formal,2831,291,89,India,img_1092.jpg,,fit,full-length,off-shoulder,full sleeve,blends,1070.33,event - political,EU Parliament 2024
instagram_1118,YouTube,2025-06-04,Jeans,men,green,animal print,casual,2696,2,27813,US,img_1118.jpg,,oversized,mini,off-shoulder,puff sleeve,blends,10170.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1125,Facebook,2024-08-30,Jeans,men,beige,abstract,streetwear,673,10,50198,Europe,img_1125.jpg,,Slim fit,ankle-length,v-neck,3/4 sleeve,denim,16960.33,franchise,Marvel Phase 5 Release 2024
instagram_1128,YouTube,2024-04-02,Jeans,men,red,abstract,streetwear,5013,204,18917,US,img_1128.jpg,,flared,midi,square neck,half sleeve,jersey,8044.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1145,Marketplace,2024-12-02,Jeans,men,red,polka dots,athleisure,2870,11,10192,US,img_1145.jpg,,straight cut,maxi,collared,puff sleeve,cotton,4357.67,designer launches,Ralph Lauren Spring Collection 2024
instagram_1163,Celebrities,2024-07-22,Jeans,men,white,abstract,festive,3387,295,30403,Europe,img_1163.jpg,,fit,knee-length,off-shoulder,bell sleeve,linen,11361.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1195,Celebrities,2024-04-27,Jeans,men,blue,checks,streetwear,803,437,33892,Global,img_1195.jpg,,a-line,knee-length,off-shoulder,3/4 sleeve,knits,11710.67,franchise,Fast X Sequel 2024
instagram_1202,YouTube,2024-09-14,Jeans,men,"pink, red",stripes,athleisure,3517,150,29265,Global,img_1202.jpg,,relaxed fit,mini,v-neck,sleeveless,denim,10977.33,trending memes,Galaxy Brain Remix
instagram_1212,Marketplace,2024-02-29,Jeans,men,white,polka dots,streetwear,8431,47,31732,Global,img_1212.jpg,,regular,cropped,crew neck,full sleeve,viscose,13403.33,event - memes,Oscar Memes 2024
instagram_1242,Cinema,2025-06-25,Jeans,men,red,animal print,athleisure,2188,144,21525,Global,img_1242.jpg,,flared,midi,collared,cap sleeve,cotton,7952.33,designer launches,Dior Haute 2025
instagram_1244,Instagram,2024-10-16,Jeans,men,"blue, white",abstract,athleisure,2945,361,34963,Europe,img_1244.jpg,,straight cut,knee-length,v-neck,bell sleeve,knits,12756.33,franchise,Marvel Phase 5 Release 2024
instagram_1278,Facebook,2024-10-09,Jeans,men,"green, yellow",tie-dye,streetwear,2212,158,20746,Global,img_1278.jpg,,flared,knee-length,collared,puff sleeve,linen,7705.33,franchise,Marvel Phase 5 Release 2024
instagram_1280,Facebook,2024-06-30,Jeans,men,beige,abstract,streetwear,1935,199,42638,India,img_1280.jpg,,relaxed fit,full-length,boat neck,bell sleeve,linen,14924.0,event - memes,Oscar Memes 2024
instagram_1292,Celebrities,2024-11-18,Jeans,men,beige,tie-dye,formal,3685,213,12403,India,img_1292.jpg,,fit,maxi,halter,half sleeve,viscose,5433.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1294,Instagram,2024-10-18,Jeans,men,green,solid,formal,1392,135,41031,US,img_1294.jpg,,bodycon,full-length,halter,half sleeve,blends,14186.0,event - memes,Oscar Memes 2024
instagram_1333,YouTube,2024-05-27,Jeans,men,yellow,checks,casual,6170,346,17950,Global,img_1333.jpg,,oversized,midi,boat neck,puff sleeve,polyester,8155.33,designer launches,Ralph Lauren Spring Collection 2024
instagram_1351,Facebook,2024-09-24,Jeans,men,yellow,tie-dye,casual,6062,56,7053,India,img_1351.jpg,,straight cut,mini,crew neck,bell sleeve,denim,4390.33,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1368,Celebrities,2024-09-01,Jeans,men,pink,animal print,casual,4908,534,37434,India,img_1368.jpg,,regular,knee-length,polo neck,3/4 sleeve,denim,14292.0,event - memes,Oscar Memes 2024
instagram_1372,Celebrities,2025-04-28,Jeans,men,beige,tie-dye,athleisure,545,36,44204,India,img_1372.jpg,,flared,full-length,boat neck,bell sleeve,rayon,14928.33,trending memes,Distracted Boyfriend Revival
instagram_1423,Instagram,2024-06-21,Jeans,men,black,graphic prints,casual,348,148,1968,Europe,img_1423.jpg,,regular,full-length,boat neck,sleeveless,linen,821.33,event - political,India State Elections 2024
instagram_1425,Facebook,2024-06-06,Jeans,men,yellow,checks,festive,4056,134,59429,Europe,img_1425.jpg,,straight cut,cropped,off-shoulder,puff sleeve,knits,21206.33,books,Bestseller Book Tour 2024
instagram_1427,Cinema,2024-02-13,Jeans,men,"white, beige",tie-dye,casual,3758,99,21311,Global,img_1427.jpg,,straight cut,knee-length,polo neck,full sleeve,jersey,8389.33,designer launches,Gucci FW 2024
instagram_1435,Celebrities,2024-01-25,Jeans,men,red,graphic prints,formal,727,116,53000,Global,img_1435.jpg,,straight cut,maxi,boat neck,full sleeve,rayon,17947.67,books,Pulitzer Feature 2024
instagram_1445,Marketplace,2025-03-10,Jeans,men,green,checks,formal,1160,155,10057,Europe,img_1445.jpg,,a-line,mini,collared,3/4 sleeve,denim,3790.67,trending memes,Galaxy Brain Remix
instagram_1478,Marketplace,2024-12-10,Jeans,men,"beige, white",graphic prints,casual,2694,136,61254,Europe,img_1478.jpg,,Slim fit,midi,halter,half sleeve,viscose,21361.33,franchise,Fast X Sequel 2024
instagram_1484,Facebook,2025-06-11,Jeans,men,red,graphic prints,streetwear,3600,152,662,US,img_1484.jpg,,fit,maxi,boat neck,puff sleeve,cotton,1471.33,franchise,Star Wars New Trilogy 2025
instagram_1489,Cinema,2024-03-04,Jeans,men,pink,polka dots,athleisure,6432,440,3915,India,img_1489.jpg,,relaxed fit,ankle-length,polo neck,sleeveless,denim,3595.67,event - political,India State Elections 2024
instagram_1507,Marketplace,2024-02-29,Jeans,men,yellow,graphic prints,formal,1773,57,85789,US,img_1507.jpg,,straight cut,midi,crew neck,puff sleeve,cotton,29206.33,event - memes,Oscar Memes 2024
instagram_1529,Cinema,2024-07-28,Jeans,men,"beige, black",animal print,athleisure,2656,364,39935,US,img_1529.jpg,,fit,knee-length,v-neck,cap sleeve,linen,14318.33,designer launches,Chanel Cruise 2024
instagram_1546,Cinema,2024-04-01,Jeans,men,blue,animal print,festive,779,220,780,Europe,img_1546.jpg,,straight cut,midi,boat neck,full sleeve,polyester,593.0,designer launches,Chanel Cruise 2024
instagram_1557,YouTube,2024-06-07,Jeans,men,red,animal print,casual,3142,303,875,India,img_1557.jpg,,straight cut,ankle-length,polo neck,full sleeve,knits,1440.0,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_1577,Celebrities,2024-10-25,Jeans,men,red,animal print,festive,3586,183,33021,India,img_1577.jpg,,fit,maxi,polo neck,bell sleeve,linen,12263.33,event - political,India State Elections 2024
instagram_1590,Celebrities,2025-02-12,Jeans,men,white,animal print,casual,3711,96,21519,US,img_1590.jpg,,relaxed fit,mini,v-neck,cap sleeve,viscose,8442.0,designer launches,Dior Haute 2025
instagram_1620,Facebook,2024-05-12,Jeans,men,yellow,polka dots,athleisure,10860,275,14961,Europe,img_1620.jpg,,a-line,mini,halter,3/4 sleeve,cotton,8698.67,event - memes,Oscar Memes 2024
instagram_1627,YouTube,2025-01-16,Jeans,men,black,tie-dye,festive,4087,111,27062,US,img_1627.jpg,,Slim fit,full-length,polo neck,cap sleeve,viscose,10420.0,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1628,YouTube,2024-03-12,Jeans,men,black,floral,casual,1594,404,40209,Global,img_1628.jpg,,Slim fit,midi,square neck,bell sleeve,cotton,14069.0,event - memes,Oscar Memes 2024
instagram_1629,Celebrities,2024-05-05,Jeans,men,beige,solid,formal,1782,457,11584,US,img_1629.jpg,,flared,maxi,crew neck,full sleeve,blends,4607.67,books,Pulitzer Feature 2024
instagram_1640,Facebook,2024-04-11,Jeans,men,yellow,abstract,festive,3755,311,2821,US,img_1640.jpg,,oversized,ankle-length,off-shoulder,half sleeve,cotton,2295.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1645,YouTube,2024-05-26,Jeans,men,white,tie-dye,festive,3393,228,51298,India,img_1645.jpg,,fit,knee-length,polo neck,full sleeve,linen,18306.33,event - memes,April Fools Viral 2024
instagram_1653,Facebook,2025-09-01,Jeans,men,beige,animal print,formal,3985,45,43815,Europe,img_1653.jpg,,flared,mini,off-shoulder,puff sleeve,denim,15948.33,designer launches,Prada SS 2025
instagram_1667,Marketplace,2025-05-08,Jeans,men,white,animal print,formal,2592,295,5683,US,img_1667.jpg,,a-line,maxi,halter,cap sleeve,viscose,2856.67,designer launches,Dior Haute 2025
instagram_1675,Marketplace,2024-03-06,Jeans,men,red,floral,formal,2828,284,76688,India,img_1675.jpg,,bodycon,full-length,square neck,half sleeve,linen,26600.0,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_1678,Marketplace,2024-10-28,Jeans,men,"blue, beige",checks,casual,475,249,15803,Global,img_1678.jpg,,flared,mini,collared,cap sleeve,blends,5509.0,trending memes,Cottagecore Revival Meme 2024
instagram_1707,Cinema,2024-10-13,Jeans,men,green,abstract,casual,3661,175,50954,US,img_1707.jpg,,relaxed fit,midi,square neck,cap sleeve,viscose,18263.33,event - memes,Oscar Memes 2024
instagram_1713,Facebook,2025-08-10,Jeans,men,blue,abstract,streetwear,1266,561,58751,India,img_1713.jpg,,relaxed fit,full-length,crew neck,cap sleeve,jersey,20192.67,franchise,Star Wars New Trilogy 2025
instagram_1714,Facebook,2024-04-02,Jeans,men,blue,animal print,formal,1842,133,23823,Europe,img_1714.jpg,,bodycon,midi,polo neck,puff sleeve,rayon,8599.33,event - political,India State Elections 2024
instagram_1724,YouTube,2024-05-06,Jeans,men,white,abstract,festive,10275,556,34196,Global,img_1724.jpg,,flared,cropped,collared,puff sleeve,rayon,15009.0,event - political,EU Parliament 2024
instagram_1729,Facebook,2024-12-26,Jeans,men,beige,polka dots,athleisure,1778,469,10584,Global,img_1729.jpg,,Slim fit,maxi,boat neck,full sleeve,knits,4277.0,event - political,US Presidential Election 2024
instagram_1760,Cinema,2025-06-29,Jeans,men,"green, red",abstract,formal,4030,567,4174,Global,img_1760.jpg,,relaxed fit,knee-length,off-shoulder,3/4 sleeve,knits,2923.67,designer launches,Dior Haute 2025
instagram_1768,Marketplace,2024-05-22,Jeans,men,pink,polka dots,festive,6274,63,26632,Europe,img_1768.jpg,,bodycon,ankle-length,square neck,3/4 sleeve,linen,10989.67,event - memes,Oscar Memes 2024
instagram_1778,Cinema,2025-02-19,Jeans,men,beige,graphic prints,formal,1511,80,7696,US,img_1778.jpg,,flared,cropped,boat neck,full sleeve,knits,3095.67,event - memes,Super Bowl Halftime Meme 2025
instagram_1807,Celebrities,2024-05-17,Jeans,men,green,tie-dye,festive,3170,79,23705,US,img_1807.jpg,,fit,knee-length,boat neck,puff sleeve,jersey,8984.67,event - political,US Presidential Election 2024
instagram_1817,Facebook,2024-08-09,Jeans,men,"black, red, beige",checks,casual,293,179,10316,India,img_1817.jpg,,oversized,cropped,boat neck,3/4 sleeve,knits,3596.0,franchise,Fast X Sequel 2024
instagram_1844,Cinema,2025-08-02,Jeans,men,"green, white",tie-dye,casual,741,47,13786,India,img_1844.jpg,,regular,ankle-length,polo neck,3/4 sleeve,rayon,4858.0,designer launches,Dior Haute 2025
instagram_1863,Marketplace,2024-01-21,Jeans,men,"yellow, white",graphic prints,formal,8576,136,24019,India,img_1863.jpg,,straight cut,ankle-length,collared,bell sleeve,rayon,10910.33,franchise,Marvel Phase 5 Release 2024
instagram_1872,Celebrities,2024-06-21,Jeans,men,"beige, black, white",abstract,casual,1713,97,34659,Europe,img_1872.jpg,,fit,midi,crew neck,sleeveless,viscose,12156.33,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_1895,Instagram,2024-06-10,Jeans,men,"red, blue",animal print,festive,805,115,20155,Europe,img_1895.jpg,,a-line,full-length,off-shoulder,half sleeve,denim,7025.0,event - memes,Oscar Memes 2024
instagram_1901,YouTube,2024-01-15,Jeans,men,beige,checks,casual,971,124,20898,Global,img_1901.jpg,,oversized,cropped,off-shoulder,bell sleeve,viscose,7331.0,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1919,Marketplace,2025-01-27,Jeans,men,"pink, blue",checks,formal,168,88,2720,Global,img_1919.jpg,,regular,maxi,crew neck,full sleeve,polyester,992.0,designer launches,Prada SS 2025
instagram_1931,Marketplace,2024-11-12,Jeans,men,beige,solid,festive,5987,161,8984,India,img_1931.jpg,,Slim fit,knee-length,crew neck,half sleeve,blends,5044.0,event - memes,Oscar Memes 2024
instagram_1934,Cinema,2024-11-21,Jeans,men,blue,floral,athleisure,5346,379,3301,Global,img_1934.jpg,,fit,mini,collared,bell sleeve,linen,3008.67,trending memes,Vogue Challenge 2024
instagram_1942,Celebrities,2024-07-28,Jeans,men,"beige, white",abstract,casual,166,34,2491,US,img_1942.jpg,,bodycon,ankle-length,polo neck,full sleeve,viscose,897.0,trending memes,Cottagecore Revival Meme 2024
instagram_1950,Marketplace,2024-10-26,Jeans,men,"blue, beige",stripes,formal,472,114,16526,US,img_1950.jpg,,bodycon,ankle-length,off-shoulder,full sleeve,jersey,5704.0,books,Bestseller Book Tour 2024
instagram_1968,Instagram,2024-02-11,Jeans,men,beige,animal print,streetwear,7263,146,6892,India,img_1968.jpg,,a-line,full-length,square neck,sleeveless,polyester,4767.0,franchise,Fast X Sequel 2024
instagram_1975,YouTube,2024-10-19,Jeans,men,yellow,animal print,athleisure,2643,65,53009,Europe,img_1975.jpg,,regular,ankle-length,off-shoulder,sleeveless,linen,18572.33,event - memes,Oscar Memes 2024
instagram_1980,Celebrities,2024-08-19,Jeans,men,"black, blue, yellow",checks,festive,3827,134,37943,US,img_1980.jpg,,regular,maxi,square neck,cap sleeve,polyester,13968.0,designer launches,Chanel Cruise 2024
instagram_1985,Celebrities,2024-10-25,Jeans,men,beige,floral,streetwear,207,91,27302,Global,img_1985.jpg,,straight cut,mini,v-neck,3/4 sleeve,knits,9200.0,event - political,US Presidential Election 2024
instagram_2066,YouTube,2025-02-27,Jeans,men,red,stripes,festive,1535,145,15771,US,img_2066.jpg,,flared,ankle-length,halter,sleeveless,linen,5817.0,trending memes,Distracted Boyfriend Revival
instagram_2067,Cinema,2024-11-13,Jeans,men,pink,polka dots,athleisure,1515,312,18861,US,img_2067.jpg,,relaxed fit,ankle-length,v-neck,cap sleeve,jersey,6896.0,event - memes,April Fools Viral 2024
instagram_2086,Cinema,2024-06-20,Jeans,men,"white, yellow, black",checks,streetwear,37,290,36660,Global,img_2086.jpg,,a-line,full-length,crew neck,full sleeve,blends,12329.0,event - memes,Oscar Memes 2024
instagram_2091,Facebook,2024-06-05,Jeans,men,red,polka dots,casual,4419,80,75205,India,img_2091.jpg,,bodycon,full-length,halter,bell sleeve,linen,26568.0,event - political,India State Elections 2024
instagram_2096,YouTube,2024-11-13,Jeans,men,white,floral,casual,5566,7,15982,India,img_2096.jpg,,bodycon,ankle-length,boat neck,half sleeve,viscose,7185.0,event - political,EU Parliament 2024
instagram_2100,Marketplace,2025-01-29,Jeans,men,white,floral,formal,538,26,25700,Global,img_2100.jpg,,Slim fit,midi,halter,bell sleeve,rayon,8754.67,designer launches,Prada SS 2025
instagram_2120,YouTube,2024-02-28,Jeans,men,white,checks,athleisure,1949,152,11874,Global,img_2120.jpg,,fit,cropped,crew neck,half sleeve,cotton,4658.33,designer launches,Chanel Cruise 2024
