id,source,timestamp,garment_type,gender,color,pattern,style,engagement_likes,engagement_comments,engagement_views,geography,image_path,image_url,fit,length,neckline,sleeve,fabric,engagement_metric,influence_type,influence_identifier
instagram_956,Marketplace,2025-06-16,Dress,women,pink,checks,festive,2418,326,9473,US,img_956.jpg,,a-line,cropped,halter,cap sleeve,blends,4072.33,franchise,Star Wars New Trilogy 2025
instagram_993,Facebook,2025-01-18,Dress,women,white,animal print,casual,1423,152,26752,Europe,img_993.jpg,,relaxed fit,ankle-length,halter,full sleeve,rayon,9442.33,trending memes,Distracted Boyfriend Revival
instagram_1002,Marketplace,2025-07-26,Dress,women,"red, yellow, black",checks,festive,2994,218,20610,Europe,img_1002.jpg,,a-line,ankle-length,collared,3/4 sleeve,knits,7940.67,designer launches,Prada SS 2025
instagram_1007,Celebrities,2025-02-04,Dress,women,"blue, green, red",polka dots,formal,2941,109,50451,India,img_1007.jpg,,regular,midi,off-shoulder,3/4 sleeve,jersey,17833.67,trending memes,Galaxy Brain Remix
instagram_1159,Marketplace,2025-01-12,Dress,women,green,tie-dye,casual,1614,273,10474,US,img_1159.jpg,,oversized,maxi,crew neck,bell sleeve,rayon,4120.33,books,Book-to-Film Adaptation 2025
instagram_1257,Facebook,2025-09-07,Dress,women,white,solid,streetwear,197,31,17570,India,img_1257.jpg,,straight cut,full-length,v-neck,3/4 sleeve,jersey,5932.67,event - memes,Super Bowl Halftime Meme 2025
instagram_1341,YouTube,2025-04-04,Dress,women,pink,animal print,athleisure,2517,326,18611,India,img_1341.jpg,,oversized,ankle-length,square neck,cap sleeve,blends,7151.33,trending memes,Galaxy Brain Remix
instagram_1346,Instagram,2025-01-11,Dress,women,green,polka dots,festive,100,88,10275,Global,img_1346.jpg,,relaxed fit,midi,polo neck,cap sleeve,blends,3487.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1352,Facebook,2025-06-27,Dress,women,black,animal print,formal,912,321,18331,Europe,img_1352.jpg,,straight cut,knee-length,collared,cap sleeve,rayon,6521.33,event - memes,Super Bowl Halftime Meme 2025
instagram_1366,Celebrities,2025-03-22,Dress,women,black,solid,formal,1067,127,38929,India,img_1366.jpg,,flared,ankle-length,square neck,bell sleeve,cotton,13374.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1375,YouTube,2025-09-08,Dress,women,black,floral,streetwear,735,273,2894,India,img_1375.jpg,,fit,mini,boat neck,cap sleeve,viscose,1300.67,designer launches,Prada SS 2025
instagram_1391,YouTube,2025-02-04,Dress,women,yellow,checks,athleisure,2,340,23555,US,img_1391.jpg,,straight cut,knee-length,crew neck,half sleeve,knits,7965.67,designer launches,Dior Haute 2025
instagram_1429,YouTube,2025-04-29,Dress,women,beige,abstract,streetwear,2382,83,5790,US,img_1429.jpg,,oversized,maxi,crew neck,half sleeve,denim,2751.67,franchise,Star Wars New Trilogy 2025
instagram_1541,Instagram,2025-05-30,Dress,women,yellow,polka dots,casual,1476,48,12782,US,img_1541.jpg,,bodycon,ankle-length,halter,3/4 sleeve,viscose,4768.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1558,Celebrities,2025-08-30,Dress,women,white,polka dots,streetwear,3802,108,30734,Global,img_1558.jpg,,bodycon,mini,off-shoulder,bell sleeve,knits,11548.0,books,Book-to-Film Adaptation 2025
instagram_1671,Celebrities,2025-08-26,Dress,women,pink,graphic prints,streetwear,9090,17,48222,Global,img_1671.jpg,,Slim fit,full-length,square neck,cap sleeve,jersey,19109.67,designer launches,Dior Haute 2025
instagram_1712,Facebook,2025-04-01,Dress,women,green,solid,casual,3180,257,18331,Europe,img_1712.jpg,,bodycon,mini,boat neck,sleeveless,polyester,7256.0,designer launches,Prada SS 2025
instagram_1787,Marketplace,2025-05-25,Dress,women,"yellow, blue",animal print,streetwear,3505,297,9038,Europe,img_1787.jpg,,oversized,midi,polo neck,bell sleeve,jersey,4280.0,franchise,Star Wars New Trilogy 2025
instagram_1832,Cinema,2025-07-31,Dress,women,black,tie-dye,festive,610,176,6816,Europe,img_1832.jpg,,fit,mini,crew neck,sleeveless,denim,2534.0,franchise,Star Wars New Trilogy 2025
instagram_1883,Cinema,2025-03-30,Dress,women,blue,tie-dye,casual,521,417,12792,India,img_1883.jpg,,regular,midi,off-shoulder,bell sleeve,blends,4576.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1920,Cinema,2025-02-07,Dress,women,"green, pink",stripes,festive,5019,68,13325,US,img_1920.jpg,,Slim fit,cropped,v-neck,3/4 sleeve,linen,6137.33,designer launches,Prada SS 2025
instagram_1946,YouTube,2025-08-28,Dress,women,green,animal print,casual,1182,214,50568,India,img_1946.jpg,,fit,mini,boat neck,half sleeve,cotton,17321.33,books,Book-to-Film Adaptation 2025
instagram_2068,Celebrities,2025-04-09,Dress,women,beige,tie-dye,casual,6046,20,7267,Global,img_2068.jpg,,bodycon,mini,boat neck,bell sleeve,blends,4444.33,event - memes,Super Bowl Halftime Meme 2025
instagram_2285,Instagram,2025-06-04,Dress,women,"green, blue, black",solid,streetwear,925,14,51955,Europe,img_2285.jpg,,relaxed fit,knee-length,boat neck,half sleeve,jersey,17631.33,books,Book-to-Film Adaptation 2025
instagram_2403,YouTube,2025-07-21,Dress,women,"white, beige",checks,festive,1985,101,42100,Global,img_2403.jpg,,Slim fit,maxi,halter,bell sleeve,knits,14728.67,designer launches,Prada SS 2025
instagram_2419,Facebook,2025-07-02,Dress,women,white,tie-dye,festive,5152,199,13331,Global,img_2419.jpg,,Slim fit,cropped,collared,full sleeve,cotton,6227.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2545,Facebook,2025-07-10,Dress,women,black,tie-dye,athleisure,475,119,13994,US,img_2545.jpg,,straight cut,cropped,boat neck,puff sleeve,linen,4862.67,trending memes,Galaxy Brain Remix
instagram_2547,Celebrities,2025-06-06,Dress,women,pink,polka dots,festive,3482,442,24767,India,img_2547.jpg,,fit,mini,polo neck,3/4 sleeve,polyester,9563.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2613,Celebrities,2025-06-28,Dress,women,yellow,animal print,festive,817,32,11840,Europe,img_2613.jpg,,Slim fit,maxi,collared,cap sleeve,cotton,4229.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2629,Cinema,2025-05-15,Dress,women,yellow,checks,festive,2252,114,12822,US,img_2629.jpg,,relaxed fit,mini,v-neck,sleeveless,cotton,5062.67,books,Book-to-Film Adaptation 2025
instagram_2921,Instagram,2025-01-29,Dress,women,"white, yellow",abstract,casual,2680,172,2784,US,img_2921.jpg,,relaxed fit,mini,crew neck,sleeveless,viscose,1878.67,designer launches,Dior Haute 2025
instagram_2951,Marketplace,2025-04-15,Dress,women,yellow,stripes,formal,5601,294,36463,Global,img_2951.jpg,,straight cut,mini,halter,half sleeve,cotton,14119.33,trending memes,Galaxy Brain Remix
instagram_2992,Marketplace,2025-07-04,Dress,women,yellow,solid,athleisure,1,625,10883,US,img_2992.jpg,,regular,midi,boat neck,half sleeve,linen,3836.33,franchise,Star Wars New Trilogy 2025
instagram_3006,Facebook,2025-07-07,Dress,women,white,floral,athleisure,9419,17,7372,Global,img_3006.jpg,,fit,knee-length,collared,half sleeve,polyester,5602.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_3037,Cinema,2025-08-29,Dress,women,yellow,graphic prints,casual,822,150,24888,Europe,img_3037.jpg,,relaxed fit,full-length,v-neck,sleeveless,blends,8620.0,franchise,Star Wars New Trilogy 2025
instagram_3081,Instagram,2025-03-02,Dress,women,white,polka dots,streetwear,4476,337,31422,Global,img_3081.jpg,,relaxed fit,full-length,collared,full sleeve,denim,12078.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_3153,Celebrities,2025-01-20,Dress,women,pink,tie-dye,casual,1893,226,32178,Europe,img_3153.jpg,,oversized,cropped,off-shoulder,half sleeve,denim,11432.33,designer launches,Prada SS 2025
instagram_3217,Facebook,2025-01-16,Dress,women,pink,checks,festive,3537,31,24110,India,img_3217.jpg,,oversized,mini,square neck,3/4 sleeve,denim,9226.0,designer launches,Prada SS 2025
instagram_3246,Cinema,2025-01-04,Dress,women,red,solid,formal,1738,335,32747,Europe,img_3246.jpg,,Slim fit,ankle-length,square neck,full sleeve,knits,11606.67,books,Book-to-Film Adaptation 2025
instagram_3362,Cinema,2025-01-07,Dress,women,"white, yellow",stripes,festive,1173,139,91,US,img_3362.jpg,,flared,midi,halter,full sleeve,knits,467.67,event - memes,Super Bowl Halftime Meme 2025
instagram_3381,Cinema,2025-03-21,Dress,women,pink,solid,athleisure,4835,385,2325,India,img_3381.jpg,,flared,full-length,halter,sleeveless,viscose,2515.0,event - memes,Super Bowl Halftime Meme 2025
instagram_3414,YouTube,2025-05-26,Dress,women,black,stripes,casual,3217,281,55102,Global,img_3414.jpg,,relaxed fit,full-length,v-neck,cap sleeve,cotton,19533.33,trending memes,Distracted Boyfriend Revival
instagram_3565,YouTube,2025-04-23,Dress,women,"yellow, green",abstract,formal,1010,286,8189,Europe,img_3565.jpg,,relaxed fit,cropped,boat neck,sleeveless,linen,3161.67,event - memes,Super Bowl Halftime Meme 2025
instagram_3599,Celebrities,2025-07-20,Dress,women,pink,floral,athleisure,588,205,6857,Global,img_3599.jpg,,flared,full-length,off-shoulder,puff sleeve,jersey,2550.0,designer launches,Prada SS 2025
instagram_3624,Celebrities,2025-05-11,Dress,women,green,solid,formal,1083,142,35965,Europe,img_3624.jpg,,straight cut,ankle-length,collared,puff sleeve,polyester,12396.67,franchise,Star Wars New Trilogy 2025
instagram_3824,Cinema,2025-06-02,Dress,women,blue,tie-dye,formal,4019,497,12675,India,img_3824.jpg,,oversized,full-length,boat neck,bell sleeve,viscose,5730.33,franchise,Star Wars New Trilogy 2025
instagram_3833,Cinema,2025-01-29,Dress,women,beige,animal print,athleisure,5318,231,14880,India,img_3833.jpg,,flared,midi,collared,sleeveless,polyester,6809.67,designer launches,Dior Haute 2025
instagram_4141,Cinema,2025-02-20,Dress,women,beige,checks,athleisure,3659,268,17724,India,img_4141.jpg,,straight cut,maxi,square neck,3/4 sleeve,linen,7217.0,books,Book-to-Film Adaptation 2025
instagram_4162,Marketplace,2025-07-21,Dress,women,beige,checks,streetwear,3923,2,17880,US,img_4162.jpg,,Slim fit,maxi,boat neck,bell sleeve,blends,7268.33,designer launches,Prada SS 2025
instagram_4201,Marketplace,2025-01-14,Dress,women,black,solid,athleisure,2579,591,17441,Europe,img_4201.jpg,,straight cut,cropped,halter,half sleeve,knits,6870.33,event - memes,Super Bowl Halftime Meme 2025
instagram_4267,Cinema,2025-01-07,Dress,women,"red, beige",polka dots,casual,5039,269,9777,India,img_4267.jpg,,regular,midi,halter,3/4 sleeve,polyester,5028.33,books,Book-to-Film Adaptation 2025
instagram_4286,Celebrities,2025-07-06,Dress,women,red,checks,casual,3563,216,1670,India,img_4286.jpg,,bodycon,cropped,collared,full sleeve,cotton,1816.33,designer launches,Dior Haute 2025
instagram_4340,Cinema,2025-02-06,Dress,women,green,polka dots,streetwear,6489,13,35413,Global,img_4340.jpg,,Slim fit,maxi,collared,sleeveless,linen,13971.67,books,Book-to-Film Adaptation 2025
instagram_4404,Facebook,2025-09-22,Dress,women,green,checks,athleisure,1576,151,61543,US,img_4404.jpg,,fit,midi,halter,cap sleeve,denim,21090.0,designer launches,Prada SS 2025
instagram_4452,Marketplace,2025-05-26,Dress,women,"beige, green",polka dots,streetwear,8023,178,50761,Europe,img_4452.jpg,,straight cut,ankle-length,halter,cap sleeve,blends,19654.0,books,Book-to-Film Adaptation 2025
instagram_4457,Marketplace,2025-05-21,Dress,women,blue,graphic prints,casual,1675,293,28521,India,img_4457.jpg,,a-line,midi,halter,3/4 sleeve,viscose,10163.0,franchise,Star Wars New Trilogy 2025
instagram_4470,Instagram,2025-08-12,Dress,women,blue,checks,streetwear,828,207,58857,US,img_4470.jpg,,a-line,maxi,v-neck,full sleeve,knits,19964.0,designer launches,Dior Haute 2025
instagram_4685,Instagram,2025-03-19,Dress,women,"yellow, black",solid,festive,2231,53,31004,Global,img_4685.jpg,,Slim fit,mini,v-neck,3/4 sleeve,jersey,11096.0,designer launches,Prada SS 2025
instagram_4860,Celebrities,2025-08-13,Dress,women,black,floral,festive,707,142,51988,US,img_4860.jpg,,oversized,midi,halter,3/4 sleeve,linen,17612.33,trending memes,Distracted Boyfriend Revival
instagram_4974,Marketplace,2025-05-06,Dress,women,black,graphic prints,athleisure,3271,278,33769,India,img_4974.jpg,,relaxed fit,ankle-length,crew neck,sleeveless,blends,12439.33,designer launches,Prada SS 2025
instagram_5084,Facebook,2025-06-26,Dress,women,pink,checks,athleisure,517,390,45615,US,img_5084.jpg,,flared,mini,boat neck,3/4 sleeve,knits,15507.33,event - memes,Super Bowl Halftime Meme 2025
instagram_5131,Cinema,2025-04-23,Dress,women,"green, pink",stripes,athleisure,1834,144,29915,Europe,img_5131.jpg,,Slim fit,mini,v-neck,cap sleeve,knits,10631.0,books,Book-to-Film Adaptation 2025
instagram_5135,Facebook,2025-07-14,Dress,women,black,tie-dye,streetwear,1871,412,8859,Global,img_5135.jpg,,oversized,knee-length,off-shoulder,full sleeve,blends,3714.0,franchise,Star Wars New Trilogy 2025
instagram_5202,Instagram,2025-09-16,Dress,women,red,floral,athleisure,2832,29,13635,India,img_5202.jpg,,a-line,ankle-length,collared,cap sleeve,cotton,5498.67,designer launches,Dior Haute 2025
instagram_5356,Facebook,2025-04-24,Dress,women,beige,tie-dye,festive,6393,353,9370,India,img_5356.jpg,,Slim fit,knee-length,halter,full sleeve,linen,5372.0,franchise,Star Wars New Trilogy 2025
instagram_5425,Cinema,2025-03-25,Dress,women,black,checks,formal,8818,191,43609,Global,img_5425.jpg,,regular,full-length,boat neck,3/4 sleeve,cotton,17539.33,designer launches,Dior Haute 2025
instagram_5556,Celebrities,2025-01-02,Dress,women,white,tie-dye,streetwear,1570,274,10531,India,img_5556.jpg,,bodycon,full-length,collared,bell sleeve,rayon,4125.0,franchise,Star Wars New Trilogy 2025
instagram_5605,Facebook,2025-07-27,Dress,women,yellow,animal print,athleisure,2673,484,49116,Europe,img_5605.jpg,,relaxed fit,maxi,boat neck,puff sleeve,linen,17424.33,franchise,Star Wars New Trilogy 2025
instagram_5691,YouTube,2025-09-07,Dress,women,"black, white",floral,streetwear,1400,173,16097,India,img_5691.jpg,,fit,ankle-length,square neck,half sleeve,jersey,5890.0,designer launches,Prada SS 2025
instagram_5716,Instagram,2025-03-26,Dress,women,black,graphic prints,streetwear,6408,208,28454,Europe,img_5716.jpg,,a-line,ankle-length,halter,cap sleeve,denim,11690.0,designer launches,Dior Haute 2025
instagram_5735,Facebook,2025-06-20,Dress,women,green,abstract,streetwear,474,466,30851,Europe,img_5735.jpg,,a-line,knee-length,collared,puff sleeve,knits,10597.0,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_5845,Facebook,2025-05-01,Dress,women,"blue, white",graphic prints,athleisure,2247,367,47693,Global,img_5845.jpg,,straight cut,mini,crew neck,full sleeve,denim,16769.0,books,Book-to-Film Adaptation 2025
instagram_5897,Facebook,2025-02-21,Dress,women,green,tie-dye,festive,903,328,48478,India,img_5897.jpg,,bodycon,knee-length,polo neck,half sleeve,polyester,16569.67,franchise,Star Wars New Trilogy 2025
instagram_5943,Celebrities,2025-06-04,Dress,women,blue,stripes,festive,6729,206,9647,US,img_5943.jpg,,fit,maxi,halter,sleeveless,rayon,5527.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
