id,source,timestamp,garment_type,gender,color,pattern,style,engagement_likes,engagement_comments,engagement_views,geography,image_path,image_url,fit,length,neckline,sleeve,fabric,engagement_metric,influence_type,influence_identifier
instagram_199,Marketplace,2024-09-06,T-Shirt,unisex,black,animal print,casual,5503,276,37499,India,img_199.jpg,,regular,mini,square neck,3/4 sleeve,jersey,14426.0,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_233,Facebook,2024-08-12,T-Shirt,unisex,"white, yellow",graphic prints,casual,4285,123,11852,India,img_233.jpg,,flared,mini,v-neck,half sleeve,blends,5420.0,designer launches,Ralph Lauren Spring Collection 2024
instagram_260,Celebrities,2024-01-23,T-Shirt,unisex,beige,animal print,casual,1875,39,5379,Global,img_260.jpg,,a-line,cropped,boat neck,puff sleeve,cotton,2431.0,event - memes,Oscar Memes 2024
instagram_280,Facebook,2024-04-16,T-Shirt,unisex,yellow,polka dots,casual,1292,245,14451,Global,img_280.jpg,,Slim fit,knee-length,polo neck,cap sleeve,linen,5329.33,event - political,India State Elections 2024
instagram_290,Cinema,2024-02-08,T-Shirt,unisex,beige,polka dots,casual,1845,76,46249,Global,img_290.jpg,,flared,midi,polo neck,cap sleeve,rayon,16056.67,franchise,Marvel Phase 5 Release 2024
instagram_293,Cinema,2025-07-08,T-Shirt,unisex,black,stripes,athleisure,2486,178,25586,US,img_293.jpg,,regular,cropped,square neck,3/4 sleeve,cotton,9416.67,designer launches,Dior Haute 2025
instagram_300,Facebook,2024-07-06,T-Shirt,unisex,blue,stripes,streetwear,7696,200,2451,Global,img_300.jpg,,relaxed fit,mini,halter,3/4 sleeve,linen,3449.0,books,Pulitzer Feature 2024
instagram_313,YouTube,2024-11-28,T-Shirt,unisex,yellow,abstract,casual,1769,447,12101,India,img_313.jpg,,regular,midi,halter,full sleeve,viscose,4772.33,franchise,Marvel Phase 5 Release 2024
instagram_361,YouTube,2025-02-08,T-Shirt,unisex,black,checks,formal,2052,627,10037,US,img_361.jpg,,relaxed fit,knee-length,square neck,half sleeve,blends,4238.67,designer launches,Dior Haute 2025
instagram_368,Cinema,2024-10-03,T-Shirt,unisex,yellow,graphic prints,formal,1150,151,15250,US,img_368.jpg,,fit,full-length,off-shoulder,half sleeve,cotton,5517.0,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_376,Instagram,2024-02-17,T-Shirt,unisex,red,floral,casual,2131,106,26697,US,img_376.jpg,,fit,full-length,v-neck,cap sleeve,cotton,9644.67,event - memes,April Fools Viral 2024
instagram_390,Cinema,2025-05-22,T-Shirt,unisex,blue,abstract,streetwear,996,103,5754,US,img_390.jpg,,flared,knee-length,halter,full sleeve,cotton,2284.33,trending memes,Distracted Boyfriend Revival
instagram_394,Cinema,2024-12-26,T-Shirt,unisex,black,polka dots,casual,1965,118,39903,Global,img_394.jpg,,straight cut,cropped,boat neck,cap sleeve,denim,13995.33,designer launches,Ralph Lauren Spring Collection 2024
instagram_396,YouTube,2024-02-03,T-Shirt,unisex,blue,checks,casual,413,388,37545,Europe,img_396.jpg,,a-line,mini,collared,3/4 sleeve,cotton,12782.0,designer launches,Gucci FW 2024
instagram_404,Cinema,2024-07-23,T-Shirt,unisex,black,stripes,casual,849,215,20283,Europe,img_404.jpg,,relaxed fit,mini,polo neck,full sleeve,denim,7115.67,designer launches,Zara Designer Collab 2024
instagram_407,YouTube,2024-10-09,T-Shirt,unisex,beige,solid,festive,379,43,8552,US,img_407.jpg,,relaxed fit,maxi,halter,sleeveless,cotton,2991.33,event - political,US Presidential Election 2024
instagram_418,Facebook,2024-01-05,T-Shirt,unisex,"black, pink",solid,streetwear,197,254,72217,Global,img_418.jpg,,fit,cropped,polo neck,sleeveless,viscose,24222.67,designer launches,Chanel Cruise 2024
instagram_428,Marketplace,2024-12-14,T-Shirt,unisex,"red, green",solid,athleisure,4130,590,27907,Europe,img_428.jpg,,relaxed fit,cropped,polo neck,bell sleeve,viscose,10875.67,event - memes,Oscar Memes 2024
instagram_449,Celebrities,2024-09-25,T-Shirt,unisex,"black, blue, beige",tie-dye,athleisure,195,458,67177,Global,img_449.jpg,,Slim fit,knee-length,collared,3/4 sleeve,denim,22610.0,event - memes,April Fools Viral 2024
instagram_452,Marketplace,2024-04-29,T-Shirt,unisex,green,animal print,streetwear,1155,31,30770,Global,img_452.jpg,,bodycon,cropped,off-shoulder,puff sleeve,blends,10652.0,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_453,Instagram,2024-08-08,T-Shirt,unisex,green,polka dots,athleisure,734,134,68727,Europe,img_453.jpg,,regular,knee-length,collared,bell sleeve,cotton,23198.33,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_513,Facebook,2024-11-01,T-Shirt,unisex,beige,floral,formal,3544,358,57258,US,img_513.jpg,,fit,maxi,polo neck,3/4 sleeve,cotton,20386.67,designer launches,Ralph Lauren Spring Collection 2024
instagram_515,Instagram,2024-12-12,T-Shirt,unisex,yellow,graphic prints,athleisure,1156,79,12581,India,img_515.jpg,,straight cut,full-length,polo neck,bell sleeve,polyester,4605.33,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_535,Facebook,2025-08-12,T-Shirt,unisex,green,abstract,casual,2635,323,8138,Europe,img_535.jpg,,straight cut,knee-length,polo neck,3/4 sleeve,viscose,3698.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_594,Facebook,2024-09-08,T-Shirt,unisex,"green, yellow",floral,streetwear,300,370,22363,India,img_594.jpg,,a-line,maxi,collared,bell sleeve,cotton,7677.67,books,Bestseller Book Tour 2024
instagram_657,Instagram,2024-03-23,T-Shirt,unisex,green,animal print,festive,1062,457,15371,India,img_657.jpg,,oversized,cropped,boat neck,full sleeve,blends,5630.0,event - memes,April Fools Viral 2024
instagram_662,YouTube,2024-09-01,T-Shirt,unisex,beige,floral,festive,6815,191,6179,Europe,img_662.jpg,,oversized,ankle-length,crew neck,puff sleeve,blends,4395.0,franchise,Fast X Sequel 2024
instagram_663,YouTube,2024-11-13,T-Shirt,unisex,pink,checks,streetwear,4634,467,77274,Global,img_663.jpg,,straight cut,cropped,halter,3/4 sleeve,rayon,27458.33,books,Bestseller Book Tour 2024
instagram_704,Instagram,2024-11-30,T-Shirt,unisex,green,solid,formal,8509,278,17067,Europe,img_704.jpg,,bodycon,maxi,boat neck,sleeveless,viscose,8618.0,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_709,Cinema,2025-06-07,T-Shirt,unisex,"pink, red",checks,streetwear,3756,359,3427,Global,img_709.jpg,,Slim fit,full-length,collared,3/4 sleeve,knits,2514.0,designer launches,Dior Haute 2025
instagram_715,Marketplace,2024-03-18,T-Shirt,unisex,"yellow, beige",polka dots,formal,1547,121,12805,Europe,img_715.jpg,,oversized,mini,square neck,full sleeve,rayon,4824.33,designer launches,Zara Designer Collab 2024
instagram_718,YouTube,2024-12-02,T-Shirt,unisex,white,polka dots,athleisure,765,137,14371,Global,img_718.jpg,,oversized,cropped,collared,half sleeve,denim,5091.0,designer launches,Gucci FW 2024
instagram_746,Celebrities,2024-10-21,T-Shirt,unisex,white,floral,formal,2325,255,66362,Europe,img_746.jpg,,straight cut,midi,crew neck,half sleeve,cotton,22980.67,books,Pulitzer Feature 2024
instagram_773,YouTube,2025-08-18,T-Shirt,unisex,beige,stripes,formal,4906,81,3945,Global,img_773.jpg,,regular,cropped,crew neck,full sleeve,denim,2977.33,franchise,Star Wars New Trilogy 2025
instagram_780,Instagram,2024-05-01,T-Shirt,unisex,pink,stripes,streetwear,1498,100,38629,US,img_780.jpg,,flared,knee-length,polo neck,3/4 sleeve,rayon,13409.0,event - political,EU Parliament 2024
instagram_791,Cinema,2024-11-03,T-Shirt,unisex,blue,abstract,athleisure,1223,94,24596,Europe,img_791.jpg,,relaxed fit,full-length,square neck,bell sleeve,cotton,8637.67,books,Pulitzer Feature 2024
instagram_793,Instagram,2024-01-13,T-Shirt,unisex,beige,tie-dye,casual,6256,391,60346,Europe,img_793.jpg,,fit,maxi,off-shoulder,bell sleeve,viscose,22331.0,franchise,Fast X Sequel 2024
instagram_813,Instagram,2024-03-29,T-Shirt,unisex,blue,stripes,formal,3463,442,8129,Europe,img_813.jpg,,straight cut,maxi,polo neck,half sleeve,viscose,4011.33,books,Bestseller Book Tour 2024
instagram_870,YouTube,2024-06-18,T-Shirt,unisex,blue,polka dots,festive,1574,47,48739,Europe,img_870.jpg,,straight cut,midi,off-shoulder,half sleeve,jersey,16786.67,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_880,Marketplace,2024-06-30,T-Shirt,unisex,black,floral,casual,3450,150,54821,Global,img_880.jpg,,bodycon,knee-length,halter,full sleeve,blends,19473.67,designer launches,Ralph Lauren Spring Collection 2024
instagram_882,Celebrities,2024-12-07,T-Shirt,unisex,black,graphic prints,formal,51,217,52370,US,img_882.jpg,,flared,knee-length,boat neck,full sleeve,viscose,17546.0,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_893,Marketplace,2024-12-11,T-Shirt,unisex,green,graphic prints,athleisure,896,149,36467,US,img_893.jpg,,relaxed fit,midi,square neck,puff sleeve,knits,12504.0,event - memes,Oscar Memes 2024
instagram_898,YouTube,2024-07-13,T-Shirt,unisex,red,stripes,casual,2101,438,2112,US,img_898.jpg,,relaxed fit,maxi,off-shoulder,puff sleeve,linen,1550.33,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_900,Celebrities,2024-12-23,T-Shirt,unisex,red,tie-dye,formal,4900,359,21636,Global,img_900.jpg,,Slim fit,maxi,polo neck,cap sleeve,linen,8965.0,designer launches,Chanel Cruise 2024
instagram_923,YouTube,2024-02-23,T-Shirt,unisex,yellow,checks,streetwear,372,68,23898,India,img_923.jpg,,straight cut,knee-length,polo neck,sleeveless,viscose,8112.67,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_924,YouTube,2024-01-09,T-Shirt,unisex,beige,animal print,streetwear,1242,495,711,US,img_924.jpg,,straight cut,mini,square neck,3/4 sleeve,denim,816.0,trending memes,Cottagecore Revival Meme 2024
instagram_961,Celebrities,2024-09-19,T-Shirt,unisex,"green, white, black",polka dots,streetwear,1875,862,33403,US,img_961.jpg,,bodycon,mini,crew neck,bell sleeve,jersey,12046.67,designer launches,Zara Designer Collab 2024
instagram_999,Instagram,2025-03-20,T-Shirt,unisex,"white, pink",solid,formal,1462,179,2696,Europe,img_999.jpg,,straight cut,cropped,v-neck,full sleeve,jersey,1445.67,franchise,Star Wars New Trilogy 2025
instagram_1068,Facebook,2024-03-02,T-Shirt,unisex,white,abstract,festive,1598,10,30616,US,img_1068.jpg,,bodycon,full-length,halter,half sleeve,viscose,10741.33,designer launches,Chanel Cruise 2024
instagram_1091,Instagram,2024-09-30,T-Shirt,unisex,beige,polka dots,formal,1655,344,21250,India,img_1091.jpg,,oversized,mini,boat neck,puff sleeve,polyester,7749.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1107,Facebook,2024-09-05,T-Shirt,unisex,red,solid,casual,3556,18,45005,Global,img_1107.jpg,,fit,cropped,square neck,bell sleeve,rayon,16193.0,event - political,EU Parliament 2024
instagram_1111,Celebrities,2024-01-29,T-Shirt,unisex,pink,floral,festive,8265,92,41679,India,img_1111.jpg,,straight cut,cropped,halter,half sleeve,denim,16678.67,designer launches,Chanel Cruise 2024
instagram_1127,Celebrities,2025-07-15,T-Shirt,unisex,green,polka dots,festive,1421,412,53808,Global,img_1127.jpg,,relaxed fit,maxi,off-shoulder,full sleeve,jersey,18547.0,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1136,YouTube,2024-08-19,T-Shirt,unisex,beige,solid,athleisure,6760,156,47313,US,img_1136.jpg,,flared,full-length,off-shoulder,puff sleeve,linen,18076.33,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1143,YouTube,2024-11-13,T-Shirt,unisex,white,graphic prints,formal,2906,218,30771,US,img_1143.jpg,,bodycon,full-length,v-neck,full sleeve,rayon,11298.33,franchise,Fast X Sequel 2024
instagram_1147,Marketplace,2024-11-05,T-Shirt,unisex,white,floral,casual,7216,336,7729,Europe,img_1147.jpg,,a-line,cropped,crew neck,3/4 sleeve,cotton,5093.67,event - political,EU Parliament 2024
instagram_1151,Facebook,2024-10-26,T-Shirt,unisex,pink,abstract,festive,1438,150,7281,India,img_1151.jpg,,Slim fit,mini,boat neck,sleeveless,polyester,2956.33,event - memes,Oscar Memes 2024
instagram_1186,YouTube,2024-06-11,T-Shirt,unisex,pink,polka dots,streetwear,5100,211,18512,India,img_1186.jpg,,relaxed fit,maxi,crew neck,full sleeve,knits,7941.0,designer launches,Gucci FW 2024
instagram_1193,YouTube,2025-01-28,T-Shirt,unisex,pink,floral,formal,4605,181,16900,India,img_1193.jpg,,flared,full-length,v-neck,cap sleeve,jersey,7228.67,designer launches,Prada SS 2025
instagram_1204,YouTube,2024-07-08,T-Shirt,unisex,black,animal print,formal,5151,55,63163,India,img_1204.jpg,,relaxed fit,ankle-length,halter,full sleeve,blends,22789.67,trending memes,Cottagecore Revival Meme 2024
instagram_1285,Cinema,2024-05-21,T-Shirt,unisex,"pink, red",checks,casual,6062,199,21327,Europe,img_1285.jpg,,Slim fit,knee-length,off-shoulder,3/4 sleeve,linen,9196.0,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_1287,Marketplace,2024-08-20,T-Shirt,unisex,blue,abstract,festive,2077,300,24974,India,img_1287.jpg,,fit,cropped,boat neck,bell sleeve,viscose,9117.0,trending memes,Cottagecore Revival Meme 2024
instagram_1300,Celebrities,2025-06-23,T-Shirt,unisex,"green, white",checks,athleisure,2912,173,10613,Europe,img_1300.jpg,,fit,ankle-length,polo neck,puff sleeve,denim,4566.0,event - memes,Super Bowl Halftime Meme 2025
instagram_1310,Instagram,2025-04-11,T-Shirt,unisex,"white, black",tie-dye,festive,2513,29,13153,US,img_1310.jpg,,oversized,cropped,halter,cap sleeve,blends,5231.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1317,Marketplace,2024-07-08,T-Shirt,unisex,yellow,solid,formal,3878,423,13147,Global,img_1317.jpg,,regular,ankle-length,v-neck,full sleeve,blends,5816.0,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_1319,YouTube,2024-08-13,T-Shirt,unisex,pink,abstract,casual,812,615,22569,US,img_1319.jpg,,bodycon,maxi,polo neck,half sleeve,rayon,7998.67,event - political,EU Parliament 2024
instagram_1331,Instagram,2024-11-25,T-Shirt,unisex,blue,animal print,formal,340,195,12426,India,img_1331.jpg,,bodycon,ankle-length,square neck,half sleeve,jersey,4320.33,books,Pulitzer Feature 2024
instagram_1340,Facebook,2024-05-01,T-Shirt,unisex,pink,checks,casual,930,386,4620,US,img_1340.jpg,,relaxed fit,ankle-length,crew neck,puff sleeve,cotton,1978.67,trending memes,Vogue Challenge 2024
instagram_1354,Facebook,2024-08-04,T-Shirt,unisex,white,tie-dye,festive,14,92,69285,Global,img_1354.jpg,,Slim fit,maxi,collared,half sleeve,polyester,23130.33,franchise,Marvel Phase 5 Release 2024
instagram_1359,Instagram,2024-01-12,T-Shirt,unisex,blue,checks,formal,1959,354,36820,Global,img_1359.jpg,,fit,full-length,off-shoulder,half sleeve,polyester,13044.33,event - political,EU Parliament 2024
instagram_1374,Celebrities,2024-04-17,T-Shirt,unisex,"red, blue",graphic prints,formal,2776,264,17826,Global,img_1374.jpg,,regular,full-length,boat neck,cap sleeve,jersey,6955.33,event - memes,Oscar Memes 2024
instagram_1377,Celebrities,2024-09-18,T-Shirt,unisex,"black, beige",graphic prints,formal,5230,244,43746,Europe,img_1377.jpg,,Slim fit,cropped,v-neck,half sleeve,cotton,16406.67,event - memes,April Fools Viral 2024
instagram_1384,Facebook,2025-02-10,T-Shirt,unisex,pink,floral,casual,8450,166,28650,Europe,img_1384.jpg,,regular,full-length,square neck,puff sleeve,viscose,12422.0,trending memes,Distracted Boyfriend Revival
instagram_1406,Marketplace,2024-09-04,T-Shirt,unisex,yellow,graphic prints,athleisure,428,185,25195,Europe,img_1406.jpg,,regular,full-length,square neck,half sleeve,denim,8602.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1409,Cinema,2025-02-11,T-Shirt,unisex,black,floral,festive,2653,134,15418,Europe,img_1409.jpg,,oversized,cropped,square neck,full sleeve,cotton,6068.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1420,Facebook,2024-10-19,T-Shirt,unisex,"beige, pink",floral,athleisure,9,198,39994,Europe,img_1420.jpg,,oversized,full-length,polo neck,cap sleeve,rayon,13400.33,books,Pulitzer Feature 2024
instagram_1421,Facebook,2024-07-07,T-Shirt,unisex,green,graphic prints,casual,1302,122,28708,Global,img_1421.jpg,,Slim fit,midi,boat neck,half sleeve,polyester,10044.0,books,Bestseller Book Tour 2024
instagram_1439,Facebook,2024-11-27,T-Shirt,unisex,black,abstract,formal,4592,503,39253,Global,img_1439.jpg,,oversized,ankle-length,square neck,bell sleeve,polyester,14782.67,books,Pulitzer Feature 2024
instagram_1466,Celebrities,2025-05-30,T-Shirt,unisex,white,abstract,streetwear,340,329,28392,Europe,img_1466.jpg,,straight cut,midi,crew neck,bell sleeve,linen,9687.0,designer launches,Dior Haute 2025
instagram_1467,Celebrities,2025-03-30,T-Shirt,unisex,yellow,tie-dye,streetwear,3168,71,18277,Global,img_1467.jpg,,oversized,full-length,boat neck,sleeveless,rayon,7172.0,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1487,Cinema,2024-06-17,T-Shirt,unisex,blue,polka dots,streetwear,459,104,19091,Europe,img_1487.jpg,,Slim fit,ankle-length,collared,3/4 sleeve,knits,6551.33,designer launches,Chanel Cruise 2024
instagram_1497,Marketplace,2024-11-26,T-Shirt,unisex,"yellow, green",polka dots,formal,1173,450,2206,US,img_1497.jpg,,Slim fit,mini,halter,cap sleeve,linen,1276.33,event - memes,April Fools Viral 2024
instagram_1515,Facebook,2024-09-07,T-Shirt,unisex,white,abstract,festive,572,48,12482,India,img_1515.jpg,,relaxed fit,ankle-length,polo neck,cap sleeve,blends,4367.33,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1521,Cinema,2024-04-24,T-Shirt,unisex,blue,tie-dye,festive,4061,131,33725,US,img_1521.jpg,,Slim fit,midi,off-shoulder,3/4 sleeve,blends,12639.0,books,Pulitzer Feature 2024
instagram_1523,Instagram,2024-03-18,T-Shirt,unisex,black,polka dots,festive,2396,164,15662,Global,img_1523.jpg,,regular,knee-length,polo neck,puff sleeve,blends,6074.0,event - political,India State Elections 2024
instagram_1533,Instagram,2024-04-25,T-Shirt,unisex,"beige, white, blue",solid,casual,4586,440,32783,Global,img_1533.jpg,,oversized,mini,collared,3/4 sleeve,blends,12603.0,books,Bestseller Book Tour 2024
instagram_1597,YouTube,2024-03-20,T-Shirt,unisex,beige,checks,casual,257,414,4515,US,img_1597.jpg,,relaxed fit,knee-length,polo neck,half sleeve,viscose,1728.67,books,Pulitzer Feature 2024
instagram_1599,Facebook,2024-04-03,T-Shirt,unisex,beige,polka dots,formal,5037,238,44770,India,img_1599.jpg,,bodycon,midi,halter,full sleeve,jersey,16681.67,event - political,US Presidential Election 2024
instagram_1606,Celebrities,2024-08-13,T-Shirt,unisex,yellow,floral,festive,3701,2,35372,US,img_1606.jpg,,straight cut,knee-length,crew neck,sleeveless,linen,13025.0,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_1617,Cinema,2024-11-27,T-Shirt,unisex,red,animal print,festive,2502,2,13253,US,img_1617.jpg,,oversized,maxi,square neck,puff sleeve,viscose,5252.33,event - political,US Presidential Election 2024
instagram_1622,Marketplace,2024-10-23,T-Shirt,unisex,green,stripes,athleisure,2409,222,26912,India,img_1622.jpg,,relaxed fit,cropped,off-shoulder,full sleeve,polyester,9847.67,designer launches,Zara Designer Collab 2024
instagram_1630,Cinema,2024-06-27,T-Shirt,unisex,"white, yellow",floral,streetwear,330,336,23266,Global,img_1630.jpg,,straight cut,cropped,off-shoulder,3/4 sleeve,viscose,7977.33,trending memes,Cottagecore Revival Meme 2024
instagram_1634,Instagram,2024-12-19,T-Shirt,unisex,green,animal print,streetwear,801,315,11027,US,img_1634.jpg,,flared,cropped,v-neck,full sleeve,denim,4047.67,designer launches,Gucci FW 2024
instagram_1644,YouTube,2024-07-14,T-Shirt,unisex,yellow,solid,streetwear,1755,43,9942,Europe,img_1644.jpg,,a-line,midi,polo neck,puff sleeve,polyester,3913.33,event - political,India State Elections 2024
instagram_1650,Marketplace,2024-01-12,T-Shirt,unisex,white,animal print,festive,1104,438,25069,Global,img_1650.jpg,,fit,ankle-length,halter,bell sleeve,knits,8870.33,franchise,Marvel Phase 5 Release 2024
instagram_1708,Marketplace,2024-04-06,T-Shirt,unisex,beige,tie-dye,athleisure,3251,660,22013,US,img_1708.jpg,,oversized,mini,halter,puff sleeve,cotton,8641.33,designer launches,Gucci FW 2024
instagram_1710,Marketplace,2024-02-24,T-Shirt,unisex,"yellow, black",checks,formal,6034,116,9063,US,img_1710.jpg,,bodycon,midi,v-neck,sleeveless,blends,5071.0,trending memes,Cottagecore Revival Meme 2024
instagram_1722,Facebook,2024-06-03,T-Shirt,unisex,red,checks,casual,3726,184,73208,US,img_1722.jpg,,regular,ankle-length,halter,cap sleeve,linen,25706.0,franchise,Marvel Phase 5 Release 2024
instagram_1745,Marketplace,2025-04-12,T-Shirt,unisex,red,checks,formal,3921,188,11851,US,img_1745.jpg,,bodycon,cropped,polo neck,half sleeve,polyester,5320.0,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1748,Celebrities,2025-08-06,T-Shirt,unisex,pink,checks,formal,4908,225,19022,US,img_1748.jpg,,flared,maxi,boat neck,half sleeve,denim,8051.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1756,YouTube,2024-08-10,T-Shirt,unisex,yellow,graphic prints,festive,1252,41,824,US,img_1756.jpg,,straight cut,full-length,square neck,cap sleeve,viscose,705.67,franchise,Marvel Phase 5 Release 2024
instagram_1769,Marketplace,2024-08-31,T-Shirt,unisex,blue,stripes,festive,3791,286,45485,Europe,img_1769.jpg,,regular,maxi,crew neck,cap sleeve,cotton,16520.67,franchise,Marvel Phase 5 Release 2024
instagram_1771,Cinema,2024-11-27,T-Shirt,unisex,red,polka dots,formal,4573,446,44668,Global,img_1771.jpg,,fit,midi,boat neck,full sleeve,viscose,16562.33,trending memes,Vogue Challenge 2024
instagram_1811,Cinema,2024-01-17,T-Shirt,unisex,beige,checks,formal,3614,439,24010,India,img_1811.jpg,,fit,ankle-length,collared,half sleeve,knits,9354.33,event - political,India State Elections 2024
instagram_1812,YouTube,2024-07-29,T-Shirt,unisex,black,solid,athleisure,8842,131,32201,US,img_1812.jpg,,fit,midi,crew neck,half sleeve,jersey,13724.67,designer launches,Gucci FW 2024
instagram_1843,Celebrities,2024-05-30,T-Shirt,unisex,"beige, pink",animal print,streetwear,2163,284,2703,Global,img_1843.jpg,,flared,knee-length,polo neck,3/4 sleeve,viscose,1716.67,designer launches,Chanel Cruise 2024
instagram_1866,YouTube,2025-06-23,T-Shirt,unisex,pink,abstract,streetwear,5627,135,43693,US,img_1866.jpg,,straight cut,cropped,collared,half sleeve,rayon,16485.0,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1890,Facebook,2024-09-01,T-Shirt,unisex,black,stripes,casual,3587,109,21588,Global,img_1890.jpg,,a-line,cropped,v-neck,bell sleeve,rayon,8428.0,event - political,US Presidential Election 2024
instagram_1906,Instagram,2024-11-26,T-Shirt,unisex,red,graphic prints,festive,298,211,48282,US,img_1906.jpg,,fit,ankle-length,v-neck,sleeveless,rayon,16263.67,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_1912,Celebrities,2024-08-22,T-Shirt,unisex,black,stripes,festive,2953,34,10103,Europe,img_1912.jpg,,Slim fit,midi,crew neck,cap sleeve,rayon,4363.33,designer launches,Zara Designer Collab 2024
instagram_1937,YouTube,2024-07-28,T-Shirt,unisex,"red, black",floral,formal,974,16,40743,Europe,img_1937.jpg,,flared,ankle-length,halter,full sleeve,viscose,13911.0,event - political,India State Elections 2024
instagram_1949,Instagram,2024-04-10,T-Shirt,unisex,pink,animal print,formal,1293,314,12241,US,img_1949.jpg,,straight cut,cropped,v-neck,puff sleeve,knits,4616.0,trending memes,Galaxy Brain Remix
instagram_1954,Instagram,2024-09-05,T-Shirt,unisex,blue,animal print,formal,2650,209,23817,Global,img_1954.jpg,,straight cut,cropped,square neck,puff sleeve,cotton,8892.0,event - memes,Oscar Memes 2024
